panel,model,pr_auc,pr_auc_lo,pr_auc_hi,brier_raw,brier_raw_lo,brier_raw_hi,brier_calibrated,brier_calibrated_lo,brier_calibrated_hi
A_primary_W1_W4,Logistic,0.3958993892688191,0.3500936986027329,0.4471726768607893,0.1871201429431642,0.1793873436034177,0.1947608377310138,0.1004581863684568,0.0929986245359786,0.1080242679803086
A_primary_W1_W4,RandomForest,0.4038631017162097,0.3580781015310599,0.4566289106717351,0.1278975877449021,0.1222660601022473,0.133613633064428,0.0998052220245353,0.0923792017646049,0.1073633346005359
A_primary_W1_W4,XGBoost,0.4139180944904956,0.3650715855361404,0.4663509287905144,0.1807360649108886,0.1742552936077118,0.1873194463551044,0.0989513267294563,0.0917492434462308,0.1064066042238185
B_prospective_W2_W4,Logistic,0.2895917900178875,0.2494833440760445,0.3389019871260067,0.1949556043963731,0.1881709734816006,0.201838953036102,0.0974747390750238,0.0892277616524932,0.1053789650551317
B_prospective_W2_W4,RandomForest,0.2764639866097888,0.2386337177878924,0.3218199553404975,0.1260964359503348,0.1204486973512728,0.1316949599145425,0.0985770152012841,0.0903126748423349,0.10682254757999
B_prospective_W2_W4,XGBoost,0.2833569526555469,0.2459636747083881,0.3313667457857354,0.1899497956037521,0.1839825466275215,0.1960228130221366,0.0972108367642417,0.0891418249040303,0.1051925501294993
