model,probability,threshold,net_benefit,treat_all,treat_none
Logistic,raw,0.05,0.175457181088314,0.17521558132619683,0
Logistic,platt,0.05,0.17742714837942314,0.17521558132619683,0
Logistic,raw,0.1,0.13284682988072816,0.12939422473320777,0
Logistic,platt,0.1,0.14477401129943504,0.12939422473320777,0
Logistic,raw,0.138,0.09960822289511972,0.09101485180961369,0
Logistic,platt,0.138,0.12277321168744346,0.09101485180961369,0
Logistic,raw,0.2,0.05128884180790958,0.020568502824858725,0
Logistic,platt,0.2,0.0925141242937853,0.020568502824858725,0
Logistic,raw,0.3,-0.00913034705407588,-0.1193502824858757,0
Logistic,platt,0.3,0.05937247780468119,-0.1193502824858757,0
Logistic,raw,0.4,-0.055555555555555566,-0.3059086629001885,0
Logistic,platt,0.4,0.03201506591337099,-0.3059086629001885,0
Logistic,raw,0.5,-0.08192090395480225,-0.567090395480226,0
Logistic,platt,0.5,0.013418079096045197,-0.567090395480226,0
RandomForest,raw,0.05,0.17562444246208742,0.17521558132619683,0
RandomForest,platt,0.05,0.1761448111804936,0.17521558132619683,0
RandomForest,raw,0.1,0.13406308851224105,0.12939422473320777,0
RandomForest,platt,0.1,0.1426553672316384,0.12939422473320777,0
RandomForest,raw,0.138,0.10399052263164102,0.09101485180961369,0
RandomForest,platt,0.138,0.12214073171051425,0.09101485180961369,0
RandomForest,raw,0.2,0.0635593220338983,0.020568502824858725,0
RandomForest,platt,0.2,0.08898305084745764,0.020568502824858725,0
RandomForest,raw,0.3,0.024112187247780466,-0.1193502824858757,0
RandomForest,platt,0.3,0.053924535916061334,-0.1193502824858757,0
RandomForest,raw,0.4,-0.00011770244821093617,-0.3059086629001885,0
RandomForest,platt,0.4,0.032838983050847446,-0.3059086629001885,0
RandomForest,raw,0.5,-0.020833333333333332,-0.567090395480226,0
RandomForest,platt,0.5,0.016242937853107344,-0.567090395480226,0
XGBoost,raw,0.05,0.17521558132619686,0.17521558132619683,0
XGBoost,platt,0.05,0.17774308652988402,0.17521558132619683,0
XGBoost,raw,0.1,0.1299042686754551,0.12939422473320777,0
XGBoost,platt,0.1,0.14230225988700565,0.12939422473320777,0
XGBoost,raw,0.138,0.09529720004719022,0.09101485180961369,0
XGBoost,platt,0.138,0.12099702439471993,0.09101485180961369,0
XGBoost,raw,0.2,0.04740466101694915,0.020568502824858725,0
XGBoost,platt,0.2,0.0925141242937853,0.020568502824858725,0
XGBoost,raw,0.3,-0.015133171912832942,-0.1193502824858757,0
XGBoost,platt,0.3,0.05594229217110574,-0.1193502824858757,0
XGBoost,raw,0.4,-0.05261299435028249,-0.3059086629001885,0
XGBoost,platt,0.4,0.0341337099811676,-0.3059086629001885,0
XGBoost,raw,0.5,-0.07556497175141243,-0.567090395480226,0
XGBoost,platt,0.5,0.024364406779661018,-0.567090395480226,0
