model,threshold,n_flagged,pct_flagged,sensitivity,ppv
Logistic,0.05,1757,62.0409604519774,0.9134615384615384,0.1622083096186682
Logistic,0.1,1024,36.15819209039548,0.8012820512820513,0.244140625
Logistic,0.138,729,25.741525423728813,0.657051282051282,0.2812071330589849
Logistic,0.2,402,14.194915254237289,0.4423076923076923,0.34328358208955223
Logistic,0.3,195,6.885593220338983,0.2532051282051282,0.40512820512820513
Logistic,0.4,115,4.0607344632768365,0.16666666666666666,0.45217391304347826
Logistic,0.5,56,1.977401129943503,0.09294871794871795,0.5178571428571429
RandomForest,0.05,1599,56.46186440677966,0.8878205128205128,0.1732332707942464
RandomForest,0.1,909,32.097457627118644,0.7339743589743589,0.25192519251925194
RandomForest,0.138,689,24.32909604519774,0.625,0.2830188679245283
RandomForest,0.2,471,16.63135593220339,0.5192307692307693,0.34394904458598724
RandomForest,0.3,251,8.862994350282486,0.34615384615384615,0.4302788844621514
RandomForest,0.4,123,4.343220338983051,0.1762820512820513,0.44715447154471544
RandomForest,0.5,54,1.9067796610169492,0.08012820512820513,0.46296296296296297
XGBoost,0.05,1541,54.413841807909606,0.8814102564102564,0.17845554834523036
XGBoost,0.1,1001,35.34604519774011,0.7596153846153846,0.23676323676323677
XGBoost,0.138,776,27.401129943502823,0.6794871794871795,0.27319587628865977
XGBoost,0.2,529,18.679378531073446,0.5352564102564102,0.31568998109640833
XGBoost,0.3,266,9.392655367231638,0.34935897435897434,0.40977443609022557
XGBoost,0.4,120,4.23728813559322,0.1955128205128205,0.5083333333333333
XGBoost,0.5,22,0.7768361581920904,0.041666666666666664,0.5909090909090909
