model,auc,sensitivity,specificity,f1,brier
Logistic,0.7983195460960091,0.7073972602739727,0.7361757128383268,0.3688207118237269,0.18154695444660682
RandomForest,0.8011567654629967,0.38049126121870575,0.9176717325227963,0.37169465634908005,0.10938091363258347
XGBoost,0.8053829638188003,0.710118091639112,0.7462100159212621,0.37801196801568554,0.17103803753852845
