model,auc,fpr,tpr
Logistic,0.7913196413196414,0.7424242424242424,0.9692307692307692
Logistic,0.7913196413196414,0.7538902538902539,0.9717948717948718
Logistic,0.7913196413196414,0.7674037674037674,0.9743589743589743
Logistic,0.7913196413196414,0.8267813267813268,0.9769230769230769
Logistic,0.7913196413196414,0.8304668304668305,0.9794871794871794
Logistic,0.7913196413196414,0.8333333333333334,0.982051282051282
Logistic,0.7913196413196414,0.8456183456183456,0.9846153846153847
Logistic,0.7913196413196414,0.8562653562653563,0.9871794871794872
Logistic,0.7913196413196414,0.8607698607698607,0.9897435897435898
Logistic,0.7913196413196414,0.8656838656838657,0.9923076923076923
Logistic,0.7913196413196414,0.877968877968878,0.9948717948717949
Logistic,0.7913196413196414,0.8923013923013923,0.9974358974358974
Logistic,0.7913196413196414,1.0,1.0
RandomForest,0.7946208446208447,0.0,0.0
RandomForest,0.7946208446208447,0.0,0.015384615384615385
RandomForest,0.7946208446208447,0.0004095004095004095,0.017948717948717947
RandomForest,0.7946208446208447,0.001638001638001638,0.020512820512820513
RandomForest,0.7946208446208447,0.0020475020475020475,0.03076923076923077
RandomForest,0.7946208446208447,0.003276003276003276,0.03333333333333333
RandomForest,0.7946208446208447,0.0036855036855036856,0.04871794871794872
RandomForest,0.7946208446208447,0.0045045045045045045,0.05128205128205128
RandomForest,0.7946208446208447,0.004914004914004914,0.05641025641025641
RandomForest,0.7946208446208447,0.006552006552006552,0.0641025641025641
RandomForest,0.7946208446208447,0.007371007371007371,0.06666666666666667
RandomForest,0.7946208446208447,0.007780507780507781,0.07179487179487179
RandomForest,0.7946208446208447,0.0085995085995086,0.07435897435897436
RandomForest,0.7946208446208447,0.009009009009009009,0.07948717948717948
RandomForest,0.7946208446208447,0.009418509418509418,0.08461538461538462
RandomForest,0.7946208446208447,0.011056511056511056,0.08717948717948718
RandomForest,0.7946208446208447,0.011466011466011465,0.09487179487179487
RandomForest,0.7946208446208447,0.012285012285012284,0.09743589743589744
RandomForest,0.7946208446208447,0.012694512694512694,0.1
RandomForest,0.7946208446208447,0.013104013104013105,0.10512820512820513
RandomForest,0.7946208446208447,0.013513513513513514,0.11025641025641025
RandomForest,0.7946208446208447,0.013923013923013924,0.11538461538461539
RandomForest,0.7946208446208447,0.014332514332514333,0.12051282051282051
RandomForest,0.7946208446208447,0.015561015561015561,0.1282051282051282
RandomForest,0.7946208446208447,0.01597051597051597,0.13846153846153847
RandomForest,0.7946208446208447,0.01638001638001638,0.14102564102564102
RandomForest,0.7946208446208447,0.01678951678951679,0.14615384615384616
RandomForest,0.7946208446208447,0.01760851760851761,0.15384615384615385
RandomForest,0.7946208446208447,0.018018018018018018,0.1641025641025641
RandomForest,0.7946208446208447,0.018427518427518427,0.16666666666666666
RandomForest,0.7946208446208447,0.019656019656019656,0.17692307692307693
RandomForest,0.7946208446208447,0.020475020475020474,0.1794871794871795
RandomForest,0.7946208446208447,0.020884520884520884,0.18205128205128204
RandomForest,0.7946208446208447,0.021294021294021293,0.18974358974358974
RandomForest,0.7946208446208447,0.021703521703521703,0.19230769230769232
RandomForest,0.7946208446208447,0.022113022113022112,0.19743589743589743
RandomForest,0.7946208446208447,0.02457002457002457,0.20256410256410257
RandomForest,0.7946208446208447,0.025389025389025387,0.2153846153846154
RandomForest,0.7946208446208447,0.02620802620802621,0.21794871794871795
RandomForest,0.7946208446208447,0.02702702702702703,0.2205128205128205
RandomForest,0.7946208446208447,0.027436527436527438,0.2230769230769231
RandomForest,0.7946208446208447,0.027846027846027847,0.22564102564102564
RandomForest,0.7946208446208447,0.028255528255528257,0.2282051282051282
RandomForest,0.7946208446208447,0.029074529074529076,0.2358974358974359
RandomForest,0.7946208446208447,0.030303030303030304,0.24102564102564103
RandomForest,0.7946208446208447,0.031122031122031123,0.24358974358974358
RandomForest,0.7946208446208447,0.03153153153153153,0.24615384615384617
RandomForest,0.7946208446208447,0.03194103194103194,0.24871794871794872
RandomForest,0.7946208446208447,0.033988533988533985,0.2512820512820513
RandomForest,0.7946208446208447,0.0343980343980344,0.25384615384615383
RandomForest,0.7946208446208447,0.036036036036036036,0.2564102564102564
RandomForest,0.7946208446208447,0.03726453726453727,0.26153846153846155
RandomForest,0.7946208446208447,0.03767403767403767,0.2641025641025641
RandomForest,0.7946208446208447,0.04013104013104013,0.2717948717948718
RandomForest,0.7946208446208447,0.04095004095004095,0.27692307692307694
RandomForest,0.7946208446208447,0.04176904176904177,0.2794871794871795
